quickSortWithMedian
1000, 0.000356
2000, 0.000791
3000, 0.001537
4000, 0.001844
5000, 0.002511
6000, 0.002845
7000, 0.003210
8000, 0.002957
9000, 0.003264
10000, 0.004893
11000, 0.006104
12000, 0.008905
13000, 0.007256
14000, 0.006624
15000, 0.007405
16000, 0.008050
17000, 0.008934
18000, 0.011394
19000, 0.012518
20000, 0.013786
21000, 0.012821
22000, 0.014810
23000, 0.014953
24000, 0.016143
25000, 0.017433
26000, 0.019737
27000, 0.022520
28000, 0.022551
29000, 0.027777
30000, 0.029170
31000, 0.025499
32000, 0.027539
33000, 0.033103
34000, 0.032953
35000, 0.032410
36000, 0.033704
37000, 0.035185
38000, 0.036867
39000, 0.039688
40000, 0.042627
41000, 0.045320
42000, 0.055584
43000, 0.054897
44000, 0.054855
45000, 0.056001
46000, 0.053714
47000, 0.067129
48000, 0.058556
49000, 0.062653
50000, 0.070178
51000, 0.067412
52000, 0.071169
53000, 0.083803
54000, 0.080267
55000, 0.075074
56000, 0.086758
57000, 0.079982
58000, 0.086208
59000, 0.085642
60000, 0.087658
61000, 0.101098
62000, 0.093791
63000, 0.099431
64000, 0.111411
65000, 0.109633
66000, 0.112003
67000, 0.116659
68000, 0.118803
69000, 0.118449
70000, 0.126446
71000, 0.128868
72000, 0.130830
73000, 0.130653
74000, 0.139317
75000, 0.139447
76000, 0.141029
77000, 0.155518
78000, 0.155007
79000, 0.151363
80000, 0.151797
81000, 0.158015
82000, 0.167558
83000, 0.181942
84000, 0.180337
85000, 0.180666
86000, 0.178937
87000, 0.178505
88000, 0.186011
89000, 0.190970
90000, 0.203563
91000, 0.205955
92000, 0.218783
93000, 0.222488
94000, 0.220957
95000, 0.221312
96000, 0.244754
97000, 0.237314
98000, 0.269681
99000, 0.237538
100000, 0.260266
