quickSort
1000, 0.000378
2000, 0.000390
3000, 0.000724
4000, 0.000972
5000, 0.001371
6000, 0.002221
7000, 0.002743
8000, 0.003342
9000, 0.004286
10000, 0.004272
11000, 0.005383
12000, 0.006525
13000, 0.007543
14000, 0.007076
15000, 0.007369
16000, 0.008421
17000, 0.009962
18000, 0.010219
19000, 0.012610
20000, 0.013285
21000, 0.015896
22000, 0.015732
23000, 0.015639
24000, 0.018192
25000, 0.018618
26000, 0.019924
27000, 0.021462
28000, 0.022473
29000, 0.023954
30000, 0.026744
31000, 0.028993
32000, 0.028646
33000, 0.033538
34000, 0.032134
35000, 0.033937
36000, 0.036702
37000, 0.037582
38000, 0.053349
39000, 0.043319
40000, 0.046462
41000, 0.046997
42000, 0.045327
43000, 0.045628
44000, 0.052146
45000, 0.053297
46000, 0.058334
47000, 0.059254
48000, 0.056695
49000, 0.059802
50000, 0.068198
51000, 0.067623
52000, 0.071241
53000, 0.069005
54000, 0.072879
55000, 0.079788
56000, 0.076407
57000, 0.083456
58000, 0.083666
59000, 0.091466
60000, 0.087783
61000, 0.089806
62000, 0.107737
63000, 0.105505
64000, 0.112402
65000, 0.109049
66000, 0.113702
67000, 0.124072
68000, 0.121302
69000, 0.123085
70000, 0.129006
71000, 0.132193
72000, 0.125460
73000, 0.123808
74000, 0.129566
75000, 0.140053
76000, 0.138741
77000, 0.139898
78000, 0.145352
79000, 0.152811
80000, 0.154039
81000, 0.160548
82000, 0.168371
83000, 0.169769
84000, 0.175185
85000, 0.185235
86000, 0.177477
87000, 0.177272
88000, 0.175172
89000, 0.192744
90000, 0.203798
91000, 0.201550
92000, 0.201529
93000, 0.217027
94000, 0.212620
95000, 0.217343
96000, 0.222782
97000, 0.232984
98000, 0.232175
99000, 0.255549
100000, 0.239164
