merge
1000, 0.000346
2000, 0.000694
3000, 0.000901
4000, 0.001034
5000, 0.001317
6000, 0.001485
7000, 0.001644
8000, 0.001829
9000, 0.002158
10000, 0.002860
11000, 0.002373
12000, 0.002691
13000, 0.002859
14000, 0.003040
15000, 0.004455
16000, 0.005864
17000, 0.004305
18000, 0.004082
19000, 0.005144
20000, 0.004476
21000, 0.004733
22000, 0.004974
23000, 0.005211
24000, 0.005434
25000, 0.005634
26000, 0.005880
27000, 0.006397
28000, 0.006960
29000, 0.007097
30000, 0.008038
31000, 0.007091
32000, 0.007390
33000, 0.007498
34000, 0.007852
35000, 0.008215
36000, 0.008430
37000, 0.008492
38000, 0.008905
39000, 0.009228
40000, 0.010622
41000, 0.009793
42000, 0.010064
43000, 0.010091
44000, 0.010362
45000, 0.011095
46000, 0.010813
47000, 0.011381
48000, 0.011533
49000, 0.013890
50000, 0.015194
51000, 0.012626
52000, 0.014957
53000, 0.012710
54000, 0.013950
55000, 0.013001
56000, 0.014534
57000, 0.016181
58000, 0.016119
59000, 0.014153
60000, 0.017661
61000, 0.019867
62000, 0.015735
63000, 0.015068
64000, 0.015290
65000, 0.015596
66000, 0.017573
67000, 0.016397
68000, 0.016996
69000, 0.018956
70000, 0.016851
71000, 0.017166
72000, 0.017427
73000, 0.017825
74000, 0.019559
75000, 0.019856
76000, 0.023157
77000, 0.019442
78000, 0.018979
79000, 0.021390
80000, 0.019688
81000, 0.019591
82000, 0.020323
83000, 0.021285
84000, 0.023965
85000, 0.025512
86000, 0.021754
87000, 0.023636
88000, 0.023634
89000, 0.021953
90000, 0.026200
91000, 0.025502
92000, 0.024056
93000, 0.025365
94000, 0.023807
95000, 0.030576
96000, 0.030286
97000, 0.024020
98000, 0.029146
99000, 0.025003
100000, 0.029470
